FK_STANDORT,DATUM,VELO_IN,VELO_OUT,FUSS_IN,FUSS_OUT,OST,NORD
3279,2026-01-01T05:15,,,0,0,2683437,1247199
4255,2026-01-01T05:15,0,0,,,2682881,1246549
4273,2026-01-01T05:15,1,1,,,2682971,1248179
4258,2026-01-01T05:15,0,,,,2682683,1250569
5002,2026-01-01T05:15,0,0,,,2682873,1245891
2989,2026-01-01T05:30,4,3,,,2682278,1248324
4273,2026-01-01T05:30,0,1,,,2682971,1248179
3279,2026-01-01T05:30,,,0,0,2683437,1247199
4272,2026-01-01T05:30,1,,,,2682834,1247926
1037,2026-01-01T05:30,0,2,,,2681339,1248647
732,2026-01-01T05:30,0,0,,,2681319,1248665
4259,2026-01-01T05:30,0,0,,,2682375,1247055
4249,2026-01-01T05:30,4,0,,,2682296,1248311
4269,2026-01-01T05:30,0,0,,,2682227,1244618
4266,2026-01-01T05:30,0,1,,,2681301,1247665
4267,2026-01-01T05:30,14,,,,2683457,1247065
4262,2026-01-01T05:30,0,0,,,2682731,1247708
4255,2026-01-01T05:30,0,0,,,2682881,1246549
4246,2026-01-01T05:30,,,3,4,2682147,1249212
3015,2026-01-01T05:30,,,0,0,2683023,1244140
4241,2026-01-01T05:30,0,0,,,2682297,1248328
4242,2026-01-01T05:30,0,0,,,2682337,1248451
4270,2026-01-01T05:30,2,2,,,2684006,1246566
3012,2026-01-01T05:30,1,0,,,2682647,1250364
4258,2026-01-01T05:30,0,,,,2682683,1250569
2997,2026-01-01T05:30,0,0,,,2682933,1248821
2993,2026-01-01T05:30,0,0,,,2683573,1248545
5002,2026-01-01T05:30,0,0,,,2682873,1245891
2989,2026-01-01T05:45,1,3,,,2682278,1248324
5002,2026-01-01T05:45,0,0,,,2682873,1245891
3279,2026-01-01T05:45,,,0,0,2683437,1247199
4272,2026-01-01T05:45,1,,,,2682834,1247926
1037,2026-01-01T05:45,1,2,,,2681339,1248647
732,2026-01-01T05:45,0,2,,,2681319,1248665
4259,2026-01-01T05:45,0,0,,,2682375,1247055
4249,2026-01-01T05:45,2,0,,,2682296,1248311
4269,2026-01-01T05:45,0,0,,,2682227,1244618
4266,2026-01-01T05:45,2,2,,,2681301,1247665
4267,2026-01-01T05:45,14,,,,2683457,1247065
4262,2026-01-01T05:45,0,0,,,2682731,1247708
4255,2026-01-01T05:45,0,0,,,2682881,1246549
4246,2026-01-01T05:45,,,2,3,2682147,1249212
3015,2026-01-01T05:45,,,0,0,2683023,1244140
4241,2026-01-01T05:45,0,0,,,2682297,1248328
4242,2026-01-01T05:45,0,0,,,2682337,1248451
4270,2026-01-01T05:45,0,0,,,2684006,1246566
3012,2026-01-01T05:45,0,0,,,2682647,1250364
4258,2026-01-01T05:45,0,,,,2682683,1250569
2997,2026-01-01T05:45,1,0,,,2682933,1248821
2993,2026-01-01T05:45,0,0,,,2683573,1248545
4273,2026-01-01T05:45,1,0,,,2682971,1248179
2989,2026-01-01T06:00,0,4,,,2682278,1248324
4262,2026-01-01T06:00,0,0,,,2682731,1247708
5002,2026-01-01T06:00,0,0,,,2682873,1245891
2993,2026-01-01T06:00,3,1,,,2683573,1248545
2997,2026-01-01T06:00,1,1,,,2682933,1248821
4258,2026-01-01T06:00,3,,,,2682683,1250569
3012,2026-01-01T06:00,1,0,,,2682647,1250364
4270,2026-01-01T06:00,1,0,,,2684006,1246566
4242,2026-01-01T06:00,1,0,,,2682337,1248451
4241,2026-01-01T06:00,3,0,,,2682297,1248328
3015,2026-01-01T06:00,,,0,0,2683023,1244140
4246,2026-01-01T06:00,,,4,3,2682147,1249212
4255,2026-01-01T06:00,0,0,,,2682881,1246549
4267,2026-01-01T06:00,23,,,,2683457,1247065
4266,2026-01-01T06:00,2,0,,,2681301,1247665
4269,2026-01-01T06:00,1,0,,,2682227,1244618
4249,2026-01-01T06:00,1,1,,,2682296,1248311
4259,2026-01-01T06:00,0,0,,,2682375,1247055
732,2026-01-01T06:00,0,1,,,2681319,1248665
1037,2026-01-01T06:00,1,1,,,2681339,1248647
4272,2026-01-01T06:00,0,,,,2682834,1247926
3279,2026-01-01T06:00,,,0,0,2683437,1247199
4273,2026-01-01T06:00,0,0,,,2682971,1248179
4262,2026-01-01T06:15,0,1,,,2682731,1247708
2989,2026-01-01T06:15,2,1,,,2682278,1248324
4267,2026-01-01T06:15,16,,,,2683457,1247065
4242,2026-01-01T06:15,2,0,,,2682337,1248451
4266,2026-01-01T06:15,3,0,,,2681301,1247665
2997,2026-01-01T06:15,4,0,,,2682933,1248821
4269,2026-01-01T06:15,0,0,,,2682227,1244618
4241,2026-01-01T06:15,2,0,,,2682297,1248328
4249,2026-01-01T06:15,2,4,,,2682296,1248311
3012,2026-01-01T06:15,0,0,,,2682647,1250364
4259,2026-01-01T06:15,0,0,,,2682375,1247055
3015,2026-01-01T06:15,,,0,0,2683023,1244140
732,2026-01-01T06:15,0,3,,,2681319,1248665
2993,2026-01-01T06:15,0,0,,,2683573,1248545
1037,2026-01-01T06:15,2,1,,,2681339,1248647
4246,2026-01-01T06:15,,,1,2,2682147,1249212
4272,2026-01-01T06:15,1,,,,2682834,1247926
4270,2026-01-01T06:15,1,1,,,2684006,1246566
3279,2026-01-01T06:15,,,0,0,2683437,1247199
4255,2026-01-01T06:15,0,0,,,2682881,1246549
4273,2026-01-01T06:15,0,1,,,2682971,1248179
4258,2026-01-01T06:15,0,,,,2682683,1250569
5002,2026-01-01T06:15,0,0,,,2682873,1245891
2989,2026-01-01T06:30,1,0,,,2682278,1248324
4273,2026-01-01T06:30,0,0,,,2682971,1248179
3279,2026-01-01T06:30,,,0,0,2683437,1247199
4272,2026-01-01T06:30,2,,,,2682834,1247926
1037,2026-01-01T06:30,2,2,,,2681339,1248647
732,2026-01-01T06:30,0,1,,,2681319,1248665
4259,2026-01-01T06:30,2,0,,,2682375,1247055
4249,2026-01-01T06:30,0,0,,,2682296,1248311
4269,2026-01-01T06:30,0,0,,,2682227,1244618
4266,2026-01-01T06:30,0,2,,,2681301,1247665
4267,2026-01-01T06:30,2,,,,2683457,1247065
4262,2026-01-01T06:30,0,0,,,2682731,1247708
4255,2026-01-01T06:30,0,0,,,2682881,1246549
4246,2026-01-01T06:30,,,1,2,2682147,1249212
3015,2026-01-01T06:30,,,0,1,2683023,1244140
4241,2026-01-01T06:30,2,0,,,2682297,1248328
4242,2026-01-01T06:30,1,0,,,2682337,1248451
4270,2026-01-01T06:30,0,4,,,2684006,1246566
3012,2026-01-01T06:30,0,2,,,2682647,1250364
4258,2026-01-01T06:30,2,,,,2682683,1250569
2997,2026-01-01T06:30,1,2,,,2682933,1248821
2993,2026-01-01T06:30,4,0,,,2683573,1248545
5002,2026-01-01T06:30,0,0,,,2682873,1245891
2989,2026-01-01T06:45,0,1,,,2682278,1248324
5002,2026-01-01T06:45,1,0,,,2682873,1245891
3279,2026-01-01T06:45,,,0,0,2683437,1247199
4272,2026-01-01T06:45,2,,,,2682834,1247926
1037,2026-01-01T06:45,1,2,,,2681339,1248647
732,2026-01-01T06:45,0,0,,,2681319,1248665
4259,2026-01-01T06:45,1,1,,,2682375,1247055
4249,2026-01-01T06:45,1,0,,,2682296,1248311
4269,2026-01-01T06:45,0,0,,,2682227,1244618
4266,2026-01-01T06:45,0,0,,,2681301,1247665
4267,2026-01-01T06:45,5,,,,2683457,1247065
4262,2026-01-01T06:45,0,0,,,2682731,1247708
4255,2026-01-01T06:45,0,0,,,2682881,1246549
4246,2026-01-01T06:45,,,0,3,2682147,1249212
3015,2026-01-01T06:45,,,0,1,2683023,1244140
4241,2026-01-01T06:45,2,0,,,2682297,1248328
4242,2026-01-01T06:45,6,0,,,2682337,1248451
4270,2026-01-01T06:45,1,1,,,2684006,1246566
3012,2026-01-01T06:45,1,2,,,2682647,1250364
4258,2026-01-01T06:45,0,,,,2682683,1250569
2997,2026-01-01T06:45,1,0,,,2682933,1248821
2993,2026-01-01T06:45,0,1,,,2683573,1248545
4273,2026-01-01T06:45,1,1,,,2682971,1248179
2989,2026-01-01T07:00,1,1,,,2682278,1248324
4262,2026-01-01T07:00,0,0,,,2682731,1247708
5002,2026-01-01T07:00,1,0,,,2682873,1245891
2993,2026-01-01T07:00,2,0,,,2683573,1248545
2997,2026-01-01T07:00,0,0,,,2682933,1248821
4258,2026-01-01T07:00,0,,,,2682683,1250569
3012,2026-01-01T07:00,0,1,,,2682647,1250364
4242,2026-01-01T07:00,1,0,,,2682337,1248451
4270,2026-01-01T07:00,0,0,,,2684006,1246566
4241,2026-01-01T07:00,0,0,,,2682297,1248328
3015,2026-01-01T07:00,,,0,0,2683023,1244140
4246,2026-01-01T07:00,,,3,3,2682147,1249212
4255,2026-01-01T07:00,0,0,,,2682881,1246549
4267,2026-01-01T07:00,15,,,,2683457,1247065
4266,2026-01-01T07:00,3,1,,,2681301,1247665
4269,2026-01-01T07:00,0,0,,,2682227,1244618
4249,2026-01-01T07:00,2,2,,,2682296,1248311
4259,2026-01-01T07:00,0,0,,,2682375,1247055
732,2026-01-01T07:00,0,0,,,2681319,1248665
1037,2026-01-01T07:00,1,1,,,2681339,1248647
4272,2026-01-01T07:00,2,,,,2682834,1247926
3279,2026-01-01T07:00,,,0,0,2683437,1247199
4273,2026-01-01T07:00,0,1,,,2682971,1248179
4262,2026-01-01T07:15,0,0,,,2682731,1247708
2989,2026-01-01T07:15,1,1,,,2682278,1248324
4267,2026-01-01T07:15,10,,,,2683457,1247065
4270,2026-01-01T07:15,0,0,,,2684006,1246566
4266,2026-01-01T07:15,1,2,,,2681301,1247665
2997,2026-01-01T07:15,0,0,,,2682933,1248821
4269,2026-01-01T07:15,0,0,,,2682227,1244618
4241,2026-01-01T07:15,0,0,,,2682297,1248328
4249,2026-01-01T07:15,1,1,,,2682296,1248311
3012,2026-01-01T07:15,0,0,,,2682647,1250364
4259,2026-01-01T07:15,0,2,,,2682375,1247055
3015,2026-01-01T07:15,,,0,0,2683023,1244140
732,2026-01-01T07:15,1,0,,,2681319,1248665
2993,2026-01-01T07:15,0,0,,,2683573,1248545
1037,2026-01-01T07:15,0,1,,,2681339,1248647
4246,2026-01-01T07:15,,,3,0,2682147,1249212
4272,2026-01-01T07:15,4,,,,2682834,1247926
4242,2026-01-01T07:15,2,0,,,2682337,1248451
3279,2026-01-01T07:15,,,0,0,2683437,1247199
4255,2026-01-01T07:15,0,0,,,2682881,1246549
4273,2026-01-01T07:15,0,1,,,2682971,1248179
4258,2026-01-01T07:15,0,,,,2682683,1250569
5002,2026-01-01T07:15,1,0,,,2682873,1245891
2989,2026-01-01T07:30,1,1,,,2682278,1248324
4273,2026-01-01T07:30,2,0,,,2682971,1248179
3279,2026-01-01T07:30,,,0,0,2683437,1247199
4272,2026-01-01T07:30,1,,,,2682834,1247926
1037,2026-01-01T07:30,0,0,,,2681339,1248647
732,2026-01-01T07:30,0,0,,,2681319,1248665
4259,2026-01-01T07:30,0,1,,,2682375,1247055
4249,2026-01-01T07:30,2,1,,,2682296,1248311
4269,2026-01-01T07:30,0,0,,,2682227,1244618
4266,2026-01-01T07:30,5,0,,,2681301,1247665
4267,2026-01-01T07:30,10,,,,2683457,1247065
4262,2026-01-01T07:30,0,0,,,2682731,1247708
4255,2026-01-01T07:30,0,0,,,2682881,1246549
4246,2026-01-01T07:30,,,0,0,2682147,1249212
3015,2026-01-01T07:30,,,0,0,2683023,1244140
4241,2026-01-01T07:30,1,0,,,2682297,1248328
4270,2026-01-01T07:30,5,0,,,2684006,1246566
4242,2026-01-01T07:30,1,0,,,2682337,1248451
3012,2026-01-01T07:30,1,0,,,2682647,1250364
4258,2026-01-01T07:30,2,,,,2682683,1250569
2997,2026-01-01T07:30,0,0,,,2682933,1248821
2993,2026-01-01T07:30,0,1,,,2683573,1248545
5002,2026-01-01T07:30,0,0,,,2682873,1245891
2989,2026-01-01T07:45,5,0,,,2682278,1248324
5002,2026-01-01T07:45,1,2,,,2682873,1245891
3279,2026-01-01T07:45,,,0,0,2683437,1247199
4272,2026-01-01T07:45,3,,,,2682834,1247926
1037,2026-01-01T07:45,0,0,,,2681339,1248647
732,2026-01-01T07:45,0,1,,,2681319,1248665
4259,2026-01-01T07:45,1,0,,,2682375,1247055
4249,2026-01-01T07:45,1,0,,,2682296,1248311
4269,2026-01-01T07:45,1,0,,,2682227,1244618
4266,2026-01-01T07:45,0,1,,,2681301,1247665
4267,2026-01-01T07:45,18,,,,2683457,1247065
4262,2026-01-01T07:45,0,0,,,2682731,1247708
4255,2026-01-01T07:45,0,0,,,2682881,1246549
4246,2026-01-01T07:45,,,1,0,2682147,1249212
3015,2026-01-01T07:45,,,0,0,2683023,1244140
4241,2026-01-01T07:45,0,0,,,2682297,1248328
4270,2026-01-01T07:45,1,1,,,2684006,1246566
4242,2026-01-01T07:45,1,0,,,2682337,1248451
3012,2026-01-01T07:45,0,0,,,2682647,1250364
4258,2026-01-01T07:45,0,,,,2682683,1250569
2997,2026-01-01T07:45,2,0,,,2682933,1248821
2993,2026-01-01T07:45,1,0,,,2683573,1248545
4273,2026-01-01T07:45,0,0,,,2682971,1248179
4259,2026-01-01T08:00,0,0,,,2682375,1247055
732,2026-01-01T08:00,0,1,,,2681319,1248665
4269,2026-01-01T08:00,0,0,,,2682227,1244618
4266,2026-01-01T08:00,4,0,,,2681301,1247665
4267,2026-01-01T08:00,9,,,,2683457,1247065
4262,2026-01-01T08:00,0,0,,,2682731,1247708
4255,2026-01-01T08:00,0,0,,,2682881,1246549
4246,2026-01-01T08:00,,,1,0,2682147,1249212
3015,2026-01-01T08:00,,,3,1,2683023,1244140
4241,2026-01-01T08:00,2,0,,,2682297,1248328
4270,2026-01-01T08:00,0,2,,,2684006,1246566
4242,2026-01-01T08:00,2,0,,,2682337,1248451
3012,2026-01-01T08:00,2,0,,,2682647,1250364
4258,2026-01-01T08:00,2,,,,2682683,1250569
2997,2026-01-01T08:00,1,0,,,2682933,1248821
2993,2026-01-01T08:00,0,0,,,2683573,1248545
5002,2026-01-01T08:00,0,2,,,2682873,1245891
2989,2026-01-01T08:00,0,0,,,2682278,1248324
4273,2026-01-01T08:00,0,0,,,2682971,1248179
3279,2026-01-01T08:00,,,0,0,2683437,1247199
4272,2026-01-01T08:00,2,,,,2682834,1247926
1037,2026-01-01T08:00,5,1,,,2681339,1248647
4249,2026-01-01T08:00,0,0,,,2682296,1248311
4249,2026-01-01T08:15,2,1,,,2682296,1248311
4259,2026-01-01T08:15,1,0,,,2682375,1247055
4269,2026-01-01T08:15,0,0,,,2682227,1244618
4266,2026-01-01T08:15,0,1,,,2681301,1247665
4267,2026-01-01T08:15,8,,,,2683457,1247065
4262,2026-01-01T08:15,0,0,,,2682731,1247708
4255,2026-01-01T08:15,0,1,,,2682881,1246549
4246,2026-01-01T08:15,,,5,2,2682147,1249212
3015,2026-01-01T08:15,,,0,3,2683023,1244140
4241,2026-01-01T08:15,0,0,,,2682297,1248328
4270,2026-01-01T08:15,0,0,,,2684006,1246566
4242,2026-01-01T08:15,0,0,,,2682337,1248451
3012,2026-01-01T08:15,1,2,,,2682647,1250364
4258,2026-01-01T08:15,1,,,,2682683,1250569
2997,2026-01-01T08:15,2,0,,,2682933,1248821
2993,2026-01-01T08:15,0,0,,,2683573,1248545
5002,2026-01-01T08:15,3,0,,,2682873,1245891
2989,2026-01-01T08:15,0,1,,,2682278,1248324
4273,2026-01-01T08:15,0,0,,,2682971,1248179
3279,2026-01-01T08:15,,,0,0,2683437,1247199
4272,2026-01-01T08:15,0,,,,2682834,1247926
1037,2026-01-01T08:15,1,1,,,2681339,1248647
732,2026-01-01T08:15,1,2,,,2681319,1248665
4249,2026-01-01T08:30,1,3,,,2682296,1248311
732,2026-01-01T08:30,0,0,,,2681319,1248665
4269,2026-01-01T08:30,0,0,,,2682227,1244618
4266,2026-01-01T08:30,0,0,,,2681301,1247665
4267,2026-01-01T08:30,15,,,,2683457,1247065
4262,2026-01-01T08:30,1,0,,,2682731,1247708
4255,2026-01-01T08:30,0,0,,,2682881,1246549
4246,2026-01-01T08:30,,,0,4,2682147,1249212
3015,2026-01-01T08:30,,,1,0,2683023,1244140
4241,2026-01-01T08:30,3,0,,,2682297,1248328
4270,2026-01-01T08:30,0,0,,,2684006,1246566
4242,2026-01-01T08:30,0,0,,,2682337,1248451
3012,2026-01-01T08:30,2,1,,,2682647,1250364
4258,2026-01-01T08:30,1,,,,2682683,1250569
2997,2026-01-01T08:30,0,1,,,2682933,1248821
2993,2026-01-01T08:30,1,1,,,2683573,1248545
5002,2026-01-01T08:30,1,0,,,2682873,1245891
2989,2026-01-01T08:30,4,1,,,2682278,1248324
4273,2026-01-01T08:30,1,2,,,2682971,1248179
3279,2026-01-01T08:30,,,0,0,2683437,1247199
4272,2026-01-01T08:30,1,,,,2682834,1247926
1037,2026-01-01T08:30,5,0,,,2681339,1248647
4259,2026-01-01T08:30,1,0,,,2682375,1247055
4269,2026-01-01T08:45,0,0,,,2682227,1244618
4266,2026-01-01T08:45,0,2,,,2681301,1247665
4267,2026-01-01T08:45,4,,,,2683457,1247065
4262,2026-01-01T08:45,1,0,,,2682731,1247708
4255,2026-01-01T08:45,0,0,,,2682881,1246549
4246,2026-01-01T08:45,,,8,0,2682147,1249212
3015,2026-01-01T08:45,,,2,4,2683023,1244140
4241,2026-01-01T08:45,0,0,,,2682297,1248328
4270,2026-01-01T08:45,0,1,,,2684006,1246566
4242,2026-01-01T08:45,0,0,,,2682337,1248451
3012,2026-01-01T08:45,2,0,,,2682647,1250364
4258,2026-01-01T08:45,1,,,,2682683,1250569
2997,2026-01-01T08:45,1,0,,,2682933,1248821
2993,2026-01-01T08:45,1,0,,,2683573,1248545
5002,2026-01-01T08:45,0,0,,,2682873,1245891
2989,2026-01-01T08:45,3,6,,,2682278,1248324
4273,2026-01-01T08:45,2,1,,,2682971,1248179
3279,2026-01-01T08:45,,,0,0,2683437,1247199
4272,2026-01-01T08:45,1,,,,2682834,1247926
1037,2026-01-01T08:45,2,0,,,2681339,1248647
732,2026-01-01T08:45,0,3,,,2681319,1248665
4249,2026-01-01T08:45,1,1,,,2682296,1248311
4259,2026-01-01T08:45,1,0,,,2682375,1247055
4273,2026-01-01T09:00,0,1,,,2682971,1248179
4255,2026-01-01T09:00,1,0,,,2682881,1246549
2989,2026-01-01T09:00,5,1,,,2682278,1248324
5002,2026-01-01T09:00,2,2,,,2682873,1245891
2993,2026-01-01T09:00,0,0,,,2683573,1248545
2997,2026-01-01T09:00,2,0,,,2682933,1248821
4258,2026-01-01T09:00,1,,,,2682683,1250569
3012,2026-01-01T09:00,0,0,,,2682647,1250364
4242,2026-01-01T09:00,0,0,,,2682337,1248451
4270,2026-01-01T09:00,1,0,,,2684006,1246566
4241,2026-01-01T09:00,1,0,,,2682297,1248328
3015,2026-01-01T09:00,,,5,0,2683023,1244140
4246,2026-01-01T09:00,,,6,2,2682147,1249212
4262,2026-01-01T09:00,0,0,,,2682731,1247708
4267,2026-01-01T09:00,9,,,,2683457,1247065
4266,2026-01-01T09:00,0,0,,,2681301,1247665
4269,2026-01-01T09:00,1,0,,,2682227,1244618
4259,2026-01-01T09:00,0,2,,,2682375,1247055
4249,2026-01-01T09:00,1,2,,,2682296,1248311
732,2026-01-01T09:00,0,4,,,2681319,1248665
1037,2026-01-01T09:00,0,0,,,2681339,1248647
4272,2026-01-01T09:00,3,,,,2682834,1247926
3279,2026-01-01T09:00,,,0,0,2683437,1247199
4255,2026-01-01T09:15,0,0,,,2682881,1246549
4273,2026-01-01T09:15,1,1,,,2682971,1248179
4262,2026-01-01T09:15,0,1,,,2682731,1247708
2993,2026-01-01T09:15,0,0,,,2683573,1248545
4267,2026-01-01T09:15,5,,,,2683457,1247065
4242,2026-01-01T09:15,3,0,,,2682337,1248451
4266,2026-01-01T09:15,1,1,,,2681301,1247665
4270,2026-01-01T09:15,3,0,,,2684006,1246566
4269,2026-01-01T09:15,0,0,,,2682227,1244618
4258,2026-01-01T09:15,2,,,,2682683,1250569
4259,2026-01-01T09:15,0,0,,,2682375,1247055
4241,2026-01-01T09:15,1,0,,,2682297,1248328
4249,2026-01-01T09:15,2,0,,,2682296,1248311
5002,2026-01-01T09:15,1,1,,,2682873,1245891
732,2026-01-01T09:15,0,0,,,2681319,1248665
3015,2026-01-01T09:15,,,0,2,2683023,1244140
1037,2026-01-01T09:15,3,1,,,2681339,1248647
3012,2026-01-01T09:15,0,1,,,2682647,1250364
4272,2026-01-01T09:15,3,,,,2682834,1247926
4246,2026-01-01T09:15,,,4,3,2682147,1249212
3279,2026-01-01T09:15,,,0,0,2683437,1247199
2997,2026-01-01T09:15,1,0,,,2682933,1248821
2989,2026-01-01T09:15,0,1,,,2682278,1248324
4273,2026-01-01T09:30,0,3,,,2682971,1248179
3279,2026-01-01T09:30,,,0,0,2683437,1247199
4272,2026-01-01T09:30,2,,,,2682834,1247926
1037,2026-01-01T09:30,2,6,,,2681339,1248647
732,2026-01-01T09:30,0,1,,,2681319,1248665
4249,2026-01-01T09:30,3,0,,,2682296,1248311
4259,2026-01-01T09:30,0,1,,,2682375,1247055
4269,2026-01-01T09:30,2,0,,,2682227,1244618
4266,2026-01-01T09:30,0,1,,,2681301,1247665
4267,2026-01-01T09:30,24,,,,2683457,1247065
4262,2026-01-01T09:30,0,0,,,2682731,1247708
4255,2026-01-01T09:30,0,0,,,2682881,1246549
4246,2026-01-01T09:30,,,1,1,2682147,1249212
3015,2026-01-01T09:30,,,7,7,2683023,1244140
4241,2026-01-01T09:30,0,0,,,2682297,1248328
4270,2026-01-01T09:30,1,3,,,2684006,1246566
4242,2026-01-01T09:30,0,0,,,2682337,1248451
3012,2026-01-01T09:30,1,0,,,2682647,1250364
4258,2026-01-01T09:30,0,,,,2682683,1250569
2997,2026-01-01T09:30,1,0,,,2682933,1248821
2993,2026-01-01T09:30,0,0,,,2683573,1248545
5002,2026-01-01T09:30,2,3,,,2682873,1245891
2989,2026-01-01T09:30,5,2,,,2682278,1248324
4273,2026-01-01T09:45,2,1,,,2682971,1248179
2989,2026-01-01T09:45,1,0,,,2682278,1248324
4272,2026-01-01T09:45,7,,,,2682834,1247926
1037,2026-01-01T09:45,3,0,,,2681339,1248647
732,2026-01-01T09:45,0,0,,,2681319,1248665
4249,2026-01-01T09:45,1,4,,,2682296,1248311
4259,2026-01-01T09:45,1,1,,,2682375,1247055
4269,2026-01-01T09:45,0,0,,,2682227,1244618
4266,2026-01-01T09:45,3,2,,,2681301,1247665
4267,2026-01-01T09:45,14,,,,2683457,1247065
4262,2026-01-01T09:45,0,0,,,2682731,1247708
4255,2026-01-01T09:45,0,0,,,2682881,1246549
4246,2026-01-01T09:45,,,4,2,2682147,1249212
3015,2026-01-01T09:45,,,2,5,2683023,1244140
4241,2026-01-01T09:45,1,0,,,2682297,1248328
4270,2026-01-01T09:45,5,0,,,2684006,1246566
4242,2026-01-01T09:45,2,0,,,2682337,1248451
3012,2026-01-01T09:45,0,0,,,2682647,1250364
4258,2026-01-01T09:45,0,,,,2682683,1250569
2997,2026-01-01T09:45,3,0,,,2682933,1248821
2993,2026-01-01T09:45,2,0,,,2683573,1248545
5002,2026-01-01T09:45,1,0,,,2682873,1245891
3279,2026-01-01T09:45,,,0,0,2683437,1247199
4273,2026-01-01T10:00,0,1,,,2682971,1248179
4255,2026-01-01T10:00,0,0,,,2682881,1246549
2989,2026-01-01T10:00,1,0,,,2682278,1248324
5002,2026-01-01T10:00,3,2,,,2682873,1245891
2993,2026-01-01T10:00,0,0,,,2683573,1248545
2997,2026-01-01T10:00,0,0,,,2682933,1248821
4258,2026-01-01T10:00,0,,,,2682683,1250569
3012,2026-01-01T10:00,0,0,,,2682647,1250364
4242,2026-01-01T10:00,2,0,,,2682337,1248451
4270,2026-01-01T10:00,0,0,,,2684006,1246566
4241,2026-01-01T10:00,0,0,,,2682297,1248328
3015,2026-01-01T10:00,,,4,7,2683023,1244140
4246,2026-01-01T10:00,,,2,6,2682147,1249212
4262,2026-01-01T10:00,0,0,,,2682731,1247708
4267,2026-01-01T10:00,12,,,,2683457,1247065
4266,2026-01-01T10:00,1,3,,,2681301,1247665
4269,2026-01-01T10:00,1,0,,,2682227,1244618
4259,2026-01-01T10:00,0,3,,,2682375,1247055
4249,2026-01-01T10:00,4,2,,,2682296,1248311
732,2026-01-01T10:00,0,2,,,2681319,1248665
1037,2026-01-01T10:00,4,0,,,2681339,1248647
4272,2026-01-01T10:00,5,,,,2682834,1247926
3279,2026-01-01T10:00,,,0,0,2683437,1247199
4255,2026-01-01T10:15,0,0,,,2682881,1246549
4273,2026-01-01T10:15,1,0,,,2682971,1248179
4262,2026-01-01T10:15,0,0,,,2682731,1247708
4242,2026-01-01T10:15,2,0,,,2682337,1248451
4267,2026-01-01T10:15,5,,,,2683457,1247065
2993,2026-01-01T10:15,1,0,,,2683573,1248545
4266,2026-01-01T10:15,2,4,,,2681301,1247665
4270,2026-01-01T10:15,3,2,,,2684006,1246566
4269,2026-01-01T10:15,0,2,,,2682227,1244618
4258,2026-01-01T10:15,1,,,,2682683,1250569
4259,2026-01-01T10:15,2,1,,,2682375,1247055
4241,2026-01-01T10:15,1,0,,,2682297,1248328
4249,2026-01-01T10:15,2,0,,,2682296,1248311
5002,2026-01-01T10:15,1,1,,,2682873,1245891
732,2026-01-01T10:15,0,4,,,2681319,1248665
3015,2026-01-01T10:15,,,7,18,2683023,1244140
1037,2026-01-01T10:15,10,0,,,2681339,1248647
3012,2026-01-01T10:15,0,1,,,2682647,1250364
4272,2026-01-01T10:15,4,,,,2682834,1247926
4246,2026-01-01T10:15,,,15,2,2682147,1249212
3279,2026-01-01T10:15,,,0,0,2683437,1247199
2997,2026-01-01T10:15,2,1,,,2682933,1248821
2989,2026-01-01T10:15,4,1,,,2682278,1248324
4273,2026-01-01T10:30,1,1,,,2682971,1248179
3279,2026-01-01T10:30,,,0,0,2683437,1247199
4272,2026-01-01T10:30,5,,,,2682834,1247926
1037,2026-01-01T10:30,4,3,,,2681339,1248647
732,2026-01-01T10:30,0,2,,,2681319,1248665
4249,2026-01-01T10:30,1,0,,,2682296,1248311
4259,2026-01-01T10:30,1,0,,,2682375,1247055
4269,2026-01-01T10:30,4,1,,,2682227,1244618
4266,2026-01-01T10:30,2,3,,,2681301,1247665
4267,2026-01-01T10:30,1,,,,2683457,1247065
4262,2026-01-01T10:30,0,0,,,2682731,1247708
4255,2026-01-01T10:30,0,0,,,2682881,1246549
4246,2026-01-01T10:30,,,4,3,2682147,1249212
3015,2026-01-01T10:30,,,23,17,2683023,1244140
4241,2026-01-01T10:30,2,0,,,2682297,1248328
4270,2026-01-01T10:30,0,0,,,2684006,1246566
4242,2026-01-01T10:30,0,0,,,2682337,1248451
3012,2026-01-01T10:30,2,1,,,2682647,1250364
4258,2026-01-01T10:30,1,,,,2682683,1250569
2997,2026-01-01T10:30,3,0,,,2682933,1248821
2993,2026-01-01T10:30,1,0,,,2683573,1248545
5002,2026-01-01T10:30,3,0,,,2682873,1245891
2989,2026-01-01T10:30,5,1,,,2682278,1248324
4273,2026-01-01T10:45,2,2,,,2682971,1248179
2989,2026-01-01T10:45,1,5,,,2682278,1248324
4272,2026-01-01T10:45,6,,,,2682834,1247926
1037,2026-01-01T10:45,5,1,,,2681339,1248647
732,2026-01-01T10:45,0,0,,,2681319,1248665
4249,2026-01-01T10:45,1,0,,,2682296,1248311
4259,2026-01-01T10:45,0,1,,,2682375,1247055
4269,2026-01-01T10:45,2,3,,,2682227,1244618
4266,2026-01-01T10:45,2,4,,,2681301,1247665
4267,2026-01-01T10:45,3,,,,2683457,1247065
4262,2026-01-01T10:45,1,0,,,2682731,1247708
4255,2026-01-01T10:45,0,0,,,2682881,1246549
4246,2026-01-01T10:45,,,8,5,2682147,1249212
